#          STEP          TOTAL        KINETIC      POTENTIAL           HARM          MORSE          ANGLE       DIHEDRAL        NLMORSE
        1012000       -181.795        178.729       -360.524         74.277       -317.301        100.491        35.9474       -253.938
        1013000       -184.215        173.895        -358.11        70.8397       -303.941        94.1076        34.9902       -254.107
        1014000        -207.78        156.754       -364.534        64.1514       -313.827        100.284        32.9974        -248.14
        1015000       -215.521        165.917       -381.438        60.3897       -312.713        94.8857        33.3066       -257.307
        1016000       -175.012        181.606       -356.618        75.2809       -317.364        100.096        30.3452       -244.976
        1017000       -191.748        164.135       -355.883        65.6293       -314.579        101.965        34.8646       -243.763
        1018000       -193.982         176.02       -370.002        80.2427       -315.569        94.5471        27.1788       -256.402
        1019000       -211.508        168.777       -380.285         62.854       -318.718        97.8019        26.3407       -248.563
        1020000       -190.425        189.568       -379.993        61.8009       -311.791        98.6049        25.7072       -254.315
        1021000       -189.824        181.609       -371.433         64.226       -309.885        101.164        26.6666       -253.605
        1022000       -205.915         173.06       -378.975        53.6364       -311.661        100.054        30.7236       -251.728
        1023000       -176.853        177.378       -354.232        70.7253       -303.147        93.0183        35.4322        -250.26
        1024000       -185.995         187.91       -373.906        70.1079        -320.94        100.817        28.5331       -252.424
        1025000       -185.635        175.664       -361.299        65.7868       -303.621        101.847        23.9025       -249.214
        1026000       -191.558        173.901       -365.459        65.8969       -312.031         102.08        25.7781       -247.183
        1027000       -218.748         150.74       -369.488        65.4421       -315.751        104.818        31.8385       -255.835
        1028000       -214.472        163.561       -378.034        63.0565       -316.976        102.877        30.4479       -257.439
        1029000       -182.782        181.131       -363.913         64.373       -307.631        98.7228        32.7048       -252.083
        1030000       -220.646        161.658       -382.303        64.5644       -316.749        100.252        23.6765       -254.047
        1031000       -197.462        162.206       -359.668        66.3086       -303.337         96.347        28.3821       -247.369
        1032000       -209.887        161.391       -371.278        54.8873       -309.234        99.1449        35.4902       -251.567
        1033000       -189.131        175.997       -365.127         67.742       -310.838        100.848        27.7101       -250.589
        1034000       -181.415        166.521       -347.936        74.3977        -309.32        106.815        30.9399       -250.768
        1035000       -155.091        200.129        -355.22        65.0534       -308.557        102.242         36.952       -250.911
        1036000       -198.172        181.393       -379.565        58.9896       -317.944        101.327        26.8171       -248.754
        1037000       -183.488        174.763       -358.251        69.1121       -306.547        97.9633        31.2726       -250.052
        1038000       -201.317        176.626       -377.943        58.7197        -318.92         105.42         24.165       -247.327
        1039000       -224.865        155.387       -380.252        69.9145       -313.531        99.1146        23.4486       -259.199
        1040000       -200.793        181.813       -382.607        58.6561       -315.372        99.4787        30.3803       -255.749
        1041000       -212.957        159.335       -372.291        64.4141       -314.168        97.3358        35.0207       -254.894
        1042000       -207.041        178.263       -385.304        61.0498       -317.994         95.089        28.5306        -251.98
        1043000       -195.805        187.269       -383.074        57.1547       -310.495        90.6877        32.1399       -252.562
        1044000       -198.918        168.067       -366.985        65.2601       -316.987        102.823        34.5622       -252.643
        1045000       -179.682        175.201       -354.882        84.5953       -319.965        100.201        31.2058        -250.92
        1046000       -178.178        184.738       -362.916        76.9781       -312.134        101.021         27.476       -256.257
        1047000       -176.751        186.025       -362.776        68.6808       -312.478        105.099        24.6993       -248.777
        1048000       -186.908        164.554       -351.463        81.2806       -312.989        102.527        30.2139       -252.496
        1049000       -200.277        169.813        -370.09        68.1635       -317.043        100.307        24.0078       -245.526
        1050000       -218.438        173.878       -392.316        57.9492       -315.426        97.2336        25.7405       -257.813
        1051000       -155.279         209.33       -364.609         64.109       -310.071        103.546        28.5766        -250.77
        1052000       -209.328        168.604       -377.932         58.954       -315.708        103.585        27.6044       -252.367
        1053000       -207.641        163.644       -371.285        64.2945       -310.556        99.1368        30.0954       -254.255
        1054000       -199.434        165.548       -364.982        67.0081       -314.538        92.9167        31.9006       -242.269
        1055000       -203.128        170.622        -373.75        61.0211       -314.362        103.587        26.3508       -250.347
        1056000       -187.945        176.344       -364.289        64.0788       -316.495        107.638        29.6756       -249.186
        1057000       -206.917        158.887       -365.803        67.5786       -313.222        95.4329        31.1948       -246.788
        1058000       -178.963        176.111       -355.074        66.3085       -310.882        102.447        30.6535         -243.6
        1059000       -189.284        174.403       -363.687        62.6785       -315.057        105.637        30.3121       -247.257
        1060000       -177.724        183.217        -360.94        65.6273         -312.8         98.228        27.5352       -239.531
        1061000       -218.976        166.638       -385.614        63.4918       -314.071        96.6926        24.7628       -256.489
        1062000       -196.921        175.034       -371.954        70.4833       -315.561        91.8285        30.7002       -249.405
        1063000       -204.267        171.436       -375.702        57.7323       -311.871        105.562        28.4913       -255.617
        1064000       -214.046        158.417       -372.462        63.5337       -318.823        99.9305        32.4181       -249.522
        1065000       -187.187        181.632       -368.819        65.9152       -307.753        96.0556        28.2227        -251.26
        1066000       -196.513        181.371       -377.885        61.9454       -324.307         105.71        29.4081       -250.642
        1067000       -193.011        181.063       -374.074        59.4372       -312.839        102.914        28.1223       -251.708
        1068000       -209.636        170.478       -380.114        53.4124       -313.226        100.249        32.8963       -253.446
        1069000       -164.711        174.431       -339.142        71.5619       -304.963         103.17         33.992       -242.903
        1070000       -198.937        182.919       -381.856        52.4065        -309.12        97.5865         25.585       -248.314
        1071000       -206.392         168.55       -374.942         63.334       -315.088        97.0525        29.1135       -249.354
        1072000       -176.239        189.551       -365.791        72.0099       -307.171        94.6677        27.3107       -252.608
        1073000       -197.607        170.989       -368.597        62.1325       -308.275        99.1555        29.0232       -250.633
        1074000       -205.154        173.036        -378.19        56.5744       -306.718        94.9955        27.7989       -250.841
        1075000       -204.404        172.403       -376.807        57.3994       -305.078        94.3584         30.511       -253.998
        1076000       -184.708         179.73       -364.438        65.2892       -302.875        101.947         27.442       -256.242
        1077000       -208.578        163.139       -371.717        66.5541       -316.193        103.603        25.9658       -251.647
        1078000       -205.343        168.657           -374        59.5844       -312.415        101.435        30.0048       -252.609
        1079000       -193.388        177.056       -370.444        64.7441       -319.462        106.611        28.3745       -250.711
        1080000       -222.952        165.142       -388.094        64.7477       -319.118        99.0874        23.9802       -256.791
        1081000       -227.531        162.877       -390.407        60.6979       -321.642        97.3844        30.7256       -257.574
        1082000       -214.144        160.663       -374.808        50.8948       -313.255         98.925        35.1652       -246.537
        1083000       -198.467         171.83       -370.297        59.0703       -310.343        96.3919        27.9179       -243.334
        1084000       -194.365        168.019       -362.385        63.9288       -308.071        95.2281        30.6518       -244.122
        1085000       -188.011        174.768       -362.778        66.1557       -303.806        98.4075        29.4593       -252.995
        1086000       -218.404         162.12       -380.524        52.3037       -315.986        99.1059        27.2285       -243.176
        1087000       -187.975        173.824       -361.799         71.862       -309.875        95.1643        32.9093       -251.859
        1088000       -184.782        176.657       -361.438        61.7113       -308.808        103.077        33.2892       -250.708
        1089000       -167.636        192.212       -359.849        73.4135       -314.234        100.686        28.1825       -247.896
        1090000       -250.471        148.406       -398.876        51.2609       -319.316        96.4968         28.176       -255.494
        1091000       -195.574        169.954       -365.528        67.4342        -310.48        93.8824        32.9477       -249.313
        1092000       -203.855        166.395       -370.249        54.1947       -310.338        99.9602        38.3792       -252.446
        1093000       -200.266        160.848       -361.114        63.6447       -310.582        102.578        30.8214       -247.577
        1094000       -176.071        174.381       -350.452        77.1672       -308.502        102.295        31.1989        -252.61
        1095000       -182.933        187.554       -370.487        69.3083       -317.276        95.3415        28.2856       -246.147
        1096000       -184.134        181.666       -365.799        72.5711       -315.518        96.8263        37.0191       -256.698
        1097000       -191.244        175.322       -366.566        61.4677       -307.715        98.2602        28.8347       -247.414
        1098000       -205.117        165.852       -370.969        73.7863       -316.429        101.413        28.0943       -257.833
        1099000       -196.461        169.646       -366.107        58.0651       -306.278        97.8409        27.9064       -243.642
        1100000       -215.355        173.761       -389.116         56.444       -315.736        98.3525        29.3872       -257.563
        1101000       -194.892        174.151       -369.043        75.0297       -316.661        93.9465        38.0526       -259.411
        1102000       -171.826        177.524        -349.35        65.5488       -299.979        91.9531        31.1809       -238.054
        1103000        -193.79        171.288       -365.078        66.7836       -308.769         97.384        31.2025       -251.679
        1104000       -216.299        170.121        -386.42        52.7637       -317.277        99.2056        30.7076       -251.819
        1105000        -206.73        161.228       -367.958        60.3315       -314.897        94.5615        30.5703       -238.525
        1106000       -201.019        179.319       -380.338         68.415       -321.638        102.729        25.0995       -254.942
        1107000       -228.634        157.251       -385.885        62.4319       -318.089         97.284        31.7855       -259.298
        1108000       -220.678        158.453       -379.131         64.744       -316.498        96.2432        25.9487       -249.568
        1109000       -181.084        182.225       -363.309        74.0227       -304.317        93.2865        28.1884       -254.489
        1110000       -181.785        176.942       -358.727        67.8567       -307.985        92.7146        38.7468        -250.06
        1111000       -192.097        165.173        -357.27        72.0813       -306.249        99.1174        28.6899       -250.909
        1112000        -164.64        184.614       -349.253        76.0292       -305.867        107.057        27.2968        -253.77
        1113000       -202.586        168.803        -371.39        62.3988        -311.63        94.5955        25.9047       -242.658
        1114000        -192.39         177.13       -369.519        68.6397       -317.404        100.416        28.2257       -249.397
        1115000       -191.706        183.498       -375.204        70.3119       -314.331        98.9394        27.2934       -257.418
        1116000       -194.025        175.437       -369.462        73.1871       -317.129        102.638        25.9539       -254.112
        1117000       -197.527        184.529       -382.056        57.9894       -312.439         99.686         22.755       -250.047
        1118000       -185.776        174.739       -360.515        72.7077       -311.236        102.918        30.5194       -255.424
        1119000       -186.727        178.399       -365.126        64.5146       -312.884        104.479        31.9874       -253.223
        1120000       -216.952        154.294       -371.246        65.4885       -313.149        94.9924        31.9604       -250.538
        1121000        -203.94        174.923       -378.863         62.637        -313.26        97.8184        31.8714       -257.929
        1122000       -216.566        168.916       -385.482         61.176       -315.398        93.9896        31.0343       -256.284
        1123000       -207.861         175.07       -382.932        69.6668       -319.725        95.6035        26.3926       -254.869
        1124000       -199.104        169.756        -368.86        63.0487       -311.512        99.6522        32.8674       -252.916
        1125000       -194.654        164.563       -359.217        68.1642       -308.583        95.4877        36.2985       -250.584
        1126000       -199.844        164.905       -364.749        70.0775       -316.393        96.7785         33.639       -248.851
        1127000       -241.492        157.381       -398.873         56.117       -317.605        93.6081         25.978       -256.971
        1128000       -181.285        183.446        -364.73        64.3487       -313.723        98.0864        32.8426       -246.285
        1129000       -194.518        178.017       -372.535        54.4305       -308.777        98.9607        31.2732       -248.423
        1130000       -199.785        178.345       -378.129        55.2476       -316.362        104.961        32.1288       -254.104
        1131000       -202.435        175.532       -377.966        62.5395        -314.11        88.0543        34.5468       -248.997
        1132000       -188.723        180.662       -369.386        62.8614       -311.582         102.11        32.3011       -255.077
        1133000        -178.87        189.207       -368.077        66.2792       -309.658        102.781        26.8801       -254.359
        1134000       -229.348        173.062        -402.41        58.5334       -322.182        95.6985         28.214       -262.675
        1135000       -205.585        177.088       -382.674         62.344       -316.892        92.2255        29.4069       -249.758
        1136000       -205.568        162.991       -368.559        70.0681       -312.575        100.906        25.8846       -252.843
        1137000       -193.388        173.758       -367.145        76.3816       -315.448        92.8705        29.1275       -250.076
        1138000       -220.644        165.078       -385.722        60.1393       -318.086        96.6982        27.7833       -252.256
        1139000       -168.502        196.239       -364.741        81.4197       -321.778        102.469        24.6839       -251.536
        1140000       -203.613        169.485       -373.099        62.8953       -310.723          98.82        26.1622       -250.254
        1141000       -184.146        185.473       -369.619        63.7167       -315.014        102.641        34.7146       -255.677
        1142000       -213.451        165.206       -378.657        64.2826        -316.41        97.2445        25.6491       -249.423
        1143000       -202.605        178.303       -380.908        55.4509       -317.466        96.8405        31.1844       -246.918
        1144000       -204.397        177.103       -381.501        59.5341       -314.667        98.9952        30.2265       -255.589
        1145000       -188.398        176.019       -364.417         75.267       -315.206        95.5454        30.4076       -250.431
        1146000       -202.649        164.875       -367.524        65.8411       -315.657        99.4707        29.9533       -247.132
        1147000       -208.046        166.424        -374.47        64.4536        -313.26        100.025        31.9192       -257.608
        1148000       -180.009        176.862       -356.871        62.2399       -306.622        100.333        30.9642       -243.786
        1149000       -166.977        196.744       -363.721        77.1325       -322.438        102.912        27.9484       -249.275
        1150000       -200.543        170.279       -370.822        54.9818         -311.5        99.7564        38.7126       -252.773
        1151000       -203.195        175.394        -378.59        55.0097       -313.224        94.4994        34.3504       -249.226
        1152000       -201.146        176.136       -377.282        60.9899       -318.859        101.734        27.4912       -248.639
        1153000       -200.301        176.674       -376.974        61.4191       -310.969        96.4772        32.0756       -255.977
        1154000       -197.894        180.004       -377.899        63.7183       -315.694        97.1461        29.9449       -253.014
        1155000       -179.058        177.125       -356.183        70.2356       -308.465        97.6284        31.4639       -247.047
        1156000       -178.195        185.686       -363.881        72.4947       -312.632        104.567        27.6871       -255.998
        1157000       -213.741        174.507       -388.249        57.9523       -315.917        94.7063        23.6747       -248.665
        1158000       -211.319        166.895       -378.214        58.3603        -304.95        93.6403        28.5606       -253.826
        1159000        -193.44        175.507       -368.947        69.8959       -312.647        96.9771        27.8015       -250.974
        1160000       -205.583        173.231       -378.814        65.6174       -318.878        111.065        25.0134       -261.632
        1161000       -187.439        184.374       -371.813        71.4571       -317.878          96.33        30.6409       -252.363
        1162000       -179.725        189.312       -369.037         64.082       -313.017        99.6292        32.7978        -252.53
        1163000       -208.075        158.202       -366.277        65.3932       -314.906        112.131         26.126       -255.021
        1164000       -208.062        161.102       -369.164        63.2948       -309.733        97.8272        35.1411       -255.694
        1165000       -168.469        177.631       -346.101        83.4208       -314.425        100.804        29.5764       -245.477
        1166000       -196.238        165.088       -361.326        61.5104       -309.448        95.7001        37.6051       -246.693
        1167000       -206.983        170.856       -377.839        71.7412       -318.766        97.9811         29.785        -258.58
        1168000        -196.06        167.451       -363.511        68.6046       -315.307        104.566        29.5648        -250.94
        1169000       -184.643        185.084       -369.727        68.2126       -321.311        97.2147        30.4521       -244.295
        1170000        -226.97        171.066       -398.036        48.1269       -315.718        99.8528        29.0558       -259.353
        1171000       -196.177         171.64       -367.817        62.5242       -307.078        94.7925        33.7119       -251.768
        1172000       -194.911        175.639        -370.55        64.8056       -311.835        97.8744        24.8423       -246.238
        1173000       -185.265        177.791       -363.056        71.5432       -313.198        100.128        29.8164       -251.346
        1174000       -189.732        181.646       -371.378        61.6452       -316.682        104.081        30.5941       -251.017
        1175000        -185.79        175.823       -361.614        69.3791       -311.578        100.433         33.256       -253.103
        1176000       -195.484        168.516           -364        58.7642        -305.62        97.8355        33.7649       -248.745
        1177000       -199.132        168.748        -367.88        62.3629       -310.899        102.677        32.0362       -254.057
        1178000       -198.967        167.707       -366.674         67.328       -313.884        98.8062        29.0805       -248.005
        1179000       -209.923        171.438       -381.361        61.0983       -313.022        95.4312         28.242        -253.11
        1180000       -193.003        182.713       -375.716         60.041       -316.436        97.9722        28.5085       -245.801
        1181000       -206.443        173.346       -379.789        56.1741       -313.943        102.106        29.2761       -253.403
        1182000       -187.966        194.054        -382.02         69.903       -322.774        100.727        26.3757       -256.251
        1183000       -207.016        158.519       -365.535        63.5932       -311.851        100.218        27.6063       -245.102
        1184000       -194.219        162.847       -357.066        71.4118       -311.169        96.8334        27.7839       -241.926
        1185000       -193.004        181.111       -374.115        78.3564       -313.578        95.4081        23.9074       -258.208
        1186000       -197.555        174.698       -372.253        72.4805       -311.215        95.7465        25.9171       -255.182
        1187000       -170.445        182.593       -353.039        68.3062       -308.792        100.476        26.7562       -239.786
        1188000       -221.254        157.984       -379.238        62.5317       -320.341        106.734        29.4764       -257.639
        1189000       -192.561        183.833       -376.394        62.7136       -310.058        91.2258        27.7413       -248.017
        1190000       -198.821        184.413       -383.233        53.0278       -315.667        101.113        35.1725        -256.88
        1191000       -214.201        160.822       -375.023        59.4625       -312.523        93.9113        28.8152       -244.689
        1192000       -189.606        177.851       -367.456        65.6156       -313.371        100.567        27.7067       -247.975
        1193000       -204.409        176.127       -380.536         53.337       -310.913        95.5736         23.785       -242.319
        1194000       -197.197        177.828       -375.026         70.073       -319.144        97.6848         27.231       -250.871
        1195000       -197.596        174.109       -371.705        67.2391        -312.58        96.0135        28.8362       -251.214
        1196000       -208.761        171.441       -380.202        66.0531       -317.501        99.9036        32.1939       -260.852
        1197000       -191.296        189.586       -380.881        64.4549       -319.389        100.819        28.6758       -255.442
        1198000       -192.296        174.277       -366.572        61.2131        -308.73        97.0678        28.6214       -244.745
        1199000       -181.308        173.998       -355.306        72.9721       -312.803        102.809        27.1131       -245.397
        1200000        -197.51        177.432       -374.942        55.1138        -315.84        99.0661        32.9766       -246.258
        1201000       -204.382        170.091       -374.473        51.9462       -309.957        103.717        33.3871       -253.567
        1202000       -185.464        185.612       -371.076        62.9694       -309.949        96.7743        34.0634       -254.934
        1203000       -200.947        187.416       -388.363        60.0805       -320.423        100.094        26.6604       -254.775
        1204000       -228.987        156.719       -385.706        61.5205        -318.94         98.105        26.2065       -252.598
        1205000       -191.651        169.283       -360.934        73.8441       -313.577        98.4165        28.1157       -247.733
        1206000       -220.492        156.865       -377.357        56.4286       -317.232        106.931        27.3512       -250.836
        1207000       -193.776        183.385        -377.16         64.051       -314.209        95.9924        25.0789       -248.074
        1208000       -217.828         167.43       -385.257        55.0476       -321.223        97.6776        30.6246       -247.384
        1209000       -198.426        173.122       -371.548        71.4471       -311.966        94.1853        30.7195       -255.933
        1210000       -199.086        175.895       -374.981        65.8039        -314.64        100.619        28.9665        -255.73
        1211000       -209.251        163.449         -372.7        67.3408       -308.826        87.2137        30.4793       -248.908
        1212000       -208.652        170.848         -379.5        66.0399        -320.07        99.6953        25.2986       -250.464
        1213000       -180.517        188.821       -369.338        64.0418       -313.895        96.3573         31.091       -246.932
        1214000       -195.803        181.017        -376.82        68.8601       -308.459        96.9195        24.6456       -258.786
        1215000       -228.159        153.999       -382.158         54.884       -317.108        104.841        25.5555       -250.331
        1216000       -214.955        157.676       -372.631        59.5622       -317.585        97.3787        31.9764       -243.963
        1217000        -200.45        171.927       -372.377        63.1011       -313.156        101.746        25.8211       -249.889
        1218000       -217.014        180.383       -397.397        59.5401       -315.061        94.9498        25.5307       -262.357
        1219000       -175.507        179.575       -355.082        75.3618       -313.652        102.673        34.5994       -254.065
        1220000       -203.956        165.082       -369.038        61.2894       -312.808        96.9553        27.0583       -241.532
        1221000       -229.171        167.386       -396.558        55.6033        -317.25         95.295        26.1058       -256.312
        1222000       -194.825        166.885       -361.711        70.9129       -310.046        95.7424        26.2258       -244.546
        1223000       -186.784        175.655       -362.439        76.8403       -312.948        95.1252        30.0048       -251.461
        1224000       -180.751        188.684       -369.435        71.6996       -314.474        102.857        30.2707       -259.788
        1225000       -181.837        179.792       -361.629        70.8467       -309.738        97.5956        29.5396       -249.874
        1226000       -200.172        182.366       -382.539        60.5719       -313.097        95.8506        26.7724       -252.637
        1227000       -196.839        172.854       -369.693        70.4806       -312.524        93.1658        27.0562       -247.872
        1228000       -189.217        168.924       -358.141        70.1317       -310.907        96.3943        32.7241       -246.483
        1229000       -179.609        174.804       -354.413        71.8642       -308.343         100.77        33.7549       -252.459
        1230000       -197.868        171.556       -369.424        69.7227       -316.223        95.9036        31.1288       -249.955
        1231000       -191.187        164.179       -355.366        72.5451       -312.677        96.4663        34.2433       -245.943
        1232000       -199.173        177.605       -376.778        59.2665       -314.738        98.3539        31.5511       -251.211
        1233000       -211.915         167.61       -379.525        59.6115       -314.991        98.6947        25.6616       -248.502
        1234000       -201.548        168.569       -370.117        70.4716       -316.785        97.6395        28.3532       -249.796
        1235000       -201.696        167.715       -369.411        74.5686       -316.086        101.184        29.2597       -258.338
        1236000       -199.605        165.342       -364.947        70.3155       -310.682        99.3718        26.3878        -250.34
        1237000       -193.724        180.685       -374.409        53.2063       -309.695        106.761        26.7583        -251.44
        1238000       -191.902        173.155       -365.057        64.7745       -309.994        94.9927        33.7611       -248.591
        1239000       -211.004        168.258       -379.262        56.4714       -316.266        100.517        27.3748       -247.359
        1240000       -213.667        164.499       -378.166        66.5973       -316.447         93.748        32.1706       -254.235
        1241000       -236.194        145.577       -381.771        75.8629       -318.726        96.4555        21.3142       -256.678
        1242000       -223.382        165.746       -389.128        56.1061        -316.44        105.274        24.1275       -258.195
        1243000       -221.814        159.434       -381.247        56.4309       -316.542        98.1983        30.6338       -249.969
        1244000       -216.277        161.217       -377.494         59.508       -313.789        100.333        28.2625       -251.809
        1245000       -177.171          180.9       -358.071        74.2085        -308.68         93.702          27.99       -245.291
        1246000       -195.214        168.323       -363.537        67.2125       -311.883        105.014        28.9009       -252.782
        1247000       -212.487        157.969       -370.456        59.3478       -311.737        96.8617        30.2551       -245.184
        1248000        -182.45         179.75         -362.2        69.7026       -312.543        104.481         29.019       -252.859
        1249000       -194.958        176.322        -371.28        64.1721       -315.018        97.4323        33.8706       -251.737
        1250000       -182.142        187.423       -369.566        68.7958        -318.01        96.5344        26.6326       -243.518
        1251000       -209.297        175.187       -384.484        66.1799       -316.643        97.4679        27.2383       -258.728
        1252000       -223.499        157.582       -381.082         62.014       -317.531        102.805        29.3965       -257.766
        1253000       -203.772         157.91       -361.682        59.7886       -308.202        99.0915        30.6637       -243.025
        1254000       -192.949         172.49       -365.439        63.8814       -310.211        96.7662        29.9273       -245.803
        1255000       -205.606        180.004        -385.61        63.4756       -319.231        96.6599        25.7641       -252.278
        1256000       -224.174        160.122       -384.295        64.4212       -315.662        97.8199        28.5472       -259.422
        1257000       -216.143        152.187        -368.33        66.3788       -309.993        95.5065         31.358        -251.58
        1258000        -207.23        163.643       -370.872        58.3833       -311.487        95.1433        32.1038       -245.016
        1259000       -227.439        157.527       -384.965        55.9434        -316.72        96.3205        27.2256       -247.735
        1260000       -230.231        156.714       -386.945        51.3877         -317.3        100.352        28.7635       -250.148
        1261000       -199.827        165.572       -365.399        75.6521       -317.534        94.4728        28.3052       -246.296
        1262000       -184.461        167.692       -352.152        69.6902       -311.848        105.342        33.8053       -249.142
        1263000       -195.947        165.559       -361.507        73.4949       -310.336        101.333        25.8023       -251.801
        1264000       -193.842        157.151       -350.993        62.1707       -306.732        98.5599        34.9702       -239.962
        1265000       -224.987        155.712       -380.699        62.0221        -314.53        98.1799        29.6722       -256.043
        1266000       -208.258          173.5       -381.758        58.3698       -315.062        100.309        32.4997       -257.873
        1267000       -207.742        180.751       -388.493        57.1137       -312.546        100.482        24.7092       -258.252
        1268000       -195.723        165.426       -361.149        70.3191       -315.946        106.768        26.4602       -248.751
        1269000       -184.203          177.2       -361.403        71.7702        -309.97        96.6813        30.5165       -250.401
        1270000       -200.787        177.891       -378.678        65.1169       -316.384        105.244        24.9009       -257.555
        1271000       -216.124        165.936       -382.061        57.9863       -310.578        99.5563        23.7578       -252.783
        1272000       -186.269        174.229       -360.498        60.1029       -310.866        101.594        33.2932       -244.623
        1273000       -188.691        180.711       -369.402        67.3044       -315.797        103.545        25.2508       -249.706
        1274000        -199.36        167.967       -367.327        60.8412       -306.914        103.022        33.8889       -258.165
        1275000       -219.359        160.506       -379.865        62.8137       -308.114        89.2184        23.9969        -247.78
        1276000       -215.168        158.622        -373.79        58.8979       -309.585          94.36        28.1216       -245.585
        1277000       -224.487        164.409       -388.895        59.2916       -317.694        93.5209        28.3228       -252.337
        1278000       -173.699        177.659       -351.358        71.9573       -312.795         103.43        33.4651       -247.416
        1279000       -171.998        188.546       -360.544        56.2775       -299.323        93.2507         34.428       -245.178
        1280000        -179.88        178.124       -358.004        67.0241       -312.375        103.655        23.9422        -240.25
        1281000       -174.685        191.737       -366.422        65.5447       -311.466        102.515        28.4343       -251.451
        1282000       -201.527        169.752       -371.279        62.2429       -315.106        96.5196        29.7283       -244.664
        1283000       -204.743        178.777       -383.521        55.6311       -314.066        97.8281         31.615       -254.528
        1284000       -180.454        190.774       -371.228        71.0403       -311.049        92.6863        28.4166       -252.323
        1285000       -193.478        184.142       -377.619        66.6404       -309.385         93.496        26.5616       -254.933
        1286000       -205.517        175.269       -380.787        53.5976         -316.4        100.025        31.5907         -249.6
        1287000       -182.306        175.391       -357.696        64.2937       -303.694        96.8038        25.5026       -240.603
        1288000        -183.79        172.626       -356.417        77.7702       -319.906        103.264        25.5356       -243.081
        1289000        -188.62         176.15       -364.771        66.4819       -318.904        105.847        25.8946       -244.089
        1290000       -205.225        163.153       -368.378        62.3277       -308.377         98.387         27.099       -247.814
        1291000       -209.857        152.308       -362.164        56.8977       -301.845        98.2195        34.2945       -249.731
        1292000        -169.87        196.922       -366.792        62.2313       -308.622        100.454        25.1844       -246.039
        1293000       -201.744        171.353       -373.097        63.2544       -314.766        95.4385        32.8606       -249.885
        1294000       -182.592        183.588       -366.181          76.14       -316.363        97.5168         23.329       -246.804
        1295000       -209.617        179.977       -389.594        55.1545       -313.191        96.7187        29.8308       -258.107
        1296000       -234.185        153.617       -387.802        53.6098       -311.517        97.5935        30.1434       -257.632
        1297000       -205.537        168.263         -373.8        60.1017       -316.294          101.6        28.3398       -247.548
        1298000       -197.244        167.271       -364.515        63.2714       -311.134        97.7755        30.2961       -244.723
        1299000       -197.745        165.746       -363.492        76.4951         -320.7        104.681         26.235       -250.203
        1300000       -213.904        173.064       -386.968        61.2251       -321.277        96.6617         28.641       -252.219
        1301000       -212.206         159.29       -371.496        62.0292       -310.926        96.4402        33.1535       -252.193
        1302000       -185.588        177.646       -363.234        63.7014        -302.39         97.345        26.9286       -248.819
        1303000       -223.578        170.771        -394.35         57.818       -320.975        101.895        23.1489       -256.236
        1304000        -207.68        163.771       -371.451        60.2776       -313.601        103.509        27.2185       -248.856
        1305000       -194.144        173.952       -368.096        67.8962       -314.536        97.7218        26.8137       -245.992
        1306000       -188.631        186.735       -375.366        61.9406       -310.503        100.437        27.7745       -255.016
        1307000       -191.535        197.377       -388.912        63.2958       -319.797        99.3859        28.6799       -260.476
        1308000        -198.65        175.811       -374.461        56.1408       -312.966        100.291        29.4245       -247.352
        1309000       -174.466        187.768       -362.234        60.2796       -311.463        109.687        29.5673       -250.304
        1310000       -166.648        182.199       -348.846          71.45        -299.76        97.2483        36.4362       -254.221
        1311000       -207.833        164.205       -372.039        68.2019       -316.055        99.8061        28.9241       -252.915
        1312000       -209.575         175.21       -384.785        56.4553       -315.785        95.9283        28.0588       -249.442
        1313000       -211.247        161.812       -373.059        63.6089       -312.049        95.7153        32.5567       -252.891
        1314000       -221.006        161.231       -382.237         57.363         -313.4        93.3769        26.4801       -246.057
        1315000       -185.718        172.483       -358.201        74.1221       -312.796        104.291        28.4974       -252.315
        1316000       -229.251        160.185       -389.435        57.2781       -310.989        95.0923        28.4871       -259.304
        1317000       -158.577         209.74       -368.317        63.3985        -310.14        97.0862        31.2435       -249.905
        1318000       -196.025        167.631       -363.656        65.5206       -311.658        98.2998        33.0474       -248.866
        1319000       -188.769        166.053       -354.822        65.9854       -308.795        98.3476        34.0717       -244.432
        1320000       -180.885        178.672       -359.557        66.6623       -310.491        95.2081        32.2102       -243.147
        1321000       -188.965        185.922       -374.887        59.6436       -315.737        98.4751        29.9645       -247.233
        1322000       -196.029        174.433       -370.462        67.6319       -317.684        102.912        25.5867       -248.909
        1323000        -208.59        159.976       -368.566        60.6111       -303.612        101.239        34.3413       -261.146
        1324000       -216.682        168.278        -384.96        63.7604       -322.068        102.141        30.6153       -259.409
        1325000       -192.912        171.027       -363.939         62.981       -312.591        105.977        31.0477       -251.354
        1326000       -210.346        172.297       -382.643        49.8123        -312.07        104.181        31.6724       -256.239
        1327000       -202.452        167.497       -369.949        56.5487       -314.431        102.217        36.9594       -251.243
        1328000        -218.59        170.211       -388.801        49.5976       -316.629         99.612        31.8317       -253.213
        1329000       -198.333        173.036       -371.369        68.9956       -310.399        97.3038        28.3711       -255.641
        1330000        -189.07        185.764       -374.834        63.5553        -318.05        103.443        27.2945       -251.077
        1331000       -231.653        157.429       -389.083        56.1448       -314.559        89.1924        31.7925       -251.653
        1332000       -196.587        168.967       -365.554        71.9326       -306.724        94.2853        26.3132       -251.361
