#          STEP          TOTAL        KINETIC      POTENTIAL           HARM          MORSE          ANGLE       DIHEDRAL        NLMORSE
        4727000       -201.226        163.726       -364.953        66.3403       -308.808        99.1379        27.9705       -249.594
        4728000        -248.03        152.471       -400.501        54.6458       -323.353        97.5735        24.2333       -253.601
        4729000       -195.188         177.79       -372.978        69.9397       -316.058        93.2904        31.1159       -251.267
        4730000       -197.251        165.194       -362.445        66.3326        -315.91        106.883        38.6062       -258.358
        4731000       -197.294         171.94       -369.234        58.1451       -309.197         100.05        30.9824       -249.214
        4732000       -190.362        169.365       -359.726        64.1956       -309.271        101.222        35.1535       -251.027
        4733000       -188.561        176.168       -364.729        63.7497       -308.514        95.2542        32.9684       -248.187
        4734000       -175.315        188.329       -363.644        69.2449       -313.747        101.594        31.4987       -252.235
        4735000       -189.752        180.417       -370.169         77.395       -312.749        91.5701        28.3393       -254.724
        4736000       -201.166        167.534         -368.7        62.7468       -305.864        96.7361        25.4098       -247.729
        4737000       -189.454        170.916       -360.369        74.2567        -311.28         98.453        33.4543       -255.254
        4738000       -181.017        184.272       -365.289        70.0289       -311.179        104.466        26.0311       -254.636
        4739000       -194.122        177.967        -372.09        67.7424       -311.711        101.079        28.0121       -257.212
        4740000       -180.666        183.275       -363.941         60.267       -310.642        105.538         32.619       -251.722
        4741000       -220.525        161.567       -382.092        61.2959       -319.398        107.234        21.6219       -252.846
        4742000       -191.986        180.562       -372.548        59.1244       -303.758        95.9703        29.7986       -253.683
        4743000       -195.453        165.354       -360.807        62.3067       -317.089        104.503        30.6684       -241.197
        4744000       -232.415         167.53       -399.945        54.6571       -311.287        93.0841        27.8966       -264.296
        4745000       -220.377        160.403        -380.78        52.7831       -309.588        93.4246        34.0951       -251.495
        4746000       -221.807        166.777       -388.584        65.1105       -315.861        95.4965        25.0167       -258.347
        4747000       -198.499         178.26       -376.759        55.0411        -307.46        96.5422        30.0435       -250.926
        4748000       -176.056        187.395       -363.451        60.8109       -309.762        97.5613        37.0231       -249.084
        4749000       -162.499        182.642       -345.142        74.3547       -316.258        112.494        31.3359       -247.069
        4750000       -196.539        178.477       -375.015        67.9334        -312.53        94.0483         29.279       -253.746
        4751000       -219.179         158.31       -377.489        59.2311        -310.55        95.8528        27.4791       -249.502
        4752000       -226.032         164.48       -390.512         57.931       -310.099        97.8474        24.2174        -260.41
        4753000       -206.159        166.574       -372.733        69.2685       -318.935        104.784        24.4571       -252.308
        4754000       -187.993        172.935       -360.927        75.1212       -312.945        100.256        31.3591       -254.718
        4755000       -186.355        176.621       -362.976        65.6001       -306.694        103.159         27.942       -252.983
        4756000       -203.988        159.172        -363.16        64.6816       -310.991        104.391        30.7621       -252.003
        4757000       -200.536        175.539       -376.075        64.6096       -317.021        95.5164        29.3073       -248.487
        4758000       -184.851        178.201       -363.052        61.1237       -312.825        97.5244        35.2219       -244.097
        4759000       -202.807        168.889       -371.697        69.5353       -315.386        96.5352        27.9953       -250.376
        4760000       -198.013        177.488       -375.501        53.8847       -308.906        98.9068        27.5917       -246.978
        4761000       -210.369        154.702       -365.071        57.6781       -314.747        106.805        35.1435        -249.95
        4762000       -178.615        184.239       -362.854        74.8267        -320.85        102.378        27.7914           -247
        4763000       -236.171         164.07       -400.241        54.7746       -316.462        98.1133         23.294       -259.961
        4764000       -206.114        173.311       -379.426        52.7378       -311.389        98.9459        27.5479       -247.268
        4765000       -169.043        185.806       -354.849        68.2166       -308.875         102.92        28.2967       -245.407
        4766000       -220.039        168.052        -388.09        53.7078       -311.855        94.4681        30.9776       -255.388
        4767000       -221.639        161.558       -383.197        58.9032       -313.734        99.3959        25.2438       -253.006
        4768000       -195.639        174.314       -369.953        63.4726       -315.042        102.361        29.9233       -250.668
        4769000       -200.651        154.925       -355.576        60.9351       -304.862         94.752        40.1146       -246.517
        4770000       -190.256         171.03       -361.286        62.0643       -313.997        105.414        28.5913       -243.359
        4771000       -207.033        161.634       -368.667        66.8787       -312.707         103.61        27.2031       -253.652
        4772000       -187.879        180.984       -368.862        70.1016       -313.808        99.9673        31.1898       -256.313
        4773000       -194.963        183.518       -378.481        63.4262       -320.315        107.538        26.0955       -255.226
        4774000       -228.675          150.2       -378.875        63.3796       -306.997        89.5169        31.7055        -256.48
        4775000       -166.987        205.514       -372.502        67.8638       -317.422        96.2247        28.0666       -247.235
        4776000       -211.624        166.835       -378.459        58.2143       -317.805        104.487        27.9139       -251.269
        4777000       -218.596        159.881       -378.478        62.7587       -313.589        99.0822         30.871         -257.6
        4778000       -205.159        192.089       -397.248        50.6815       -318.944         100.32        24.4878       -253.794
        4779000       -176.723        189.264       -365.987        74.6098       -313.927        100.887        29.0553       -256.612
        4780000       -205.137        162.167       -367.304        57.5926       -311.042        94.8533        36.3467       -245.055
        4781000       -196.469        181.754       -378.223        55.0662       -307.115        91.0859        28.9996        -246.26
        4782000       -204.021        161.714       -365.735         57.392       -304.109        92.4356        36.5796       -248.033
        4783000       -181.395          179.7       -361.095        74.2562       -314.885        105.692        26.2663       -252.425
        4784000       -211.177        162.775       -373.952        55.0466       -305.127        99.2875         28.029       -251.187
        4785000       -204.449        181.897       -386.346        56.3189       -319.412        97.9732        27.2904       -248.517
        4786000       -213.033         160.17       -373.204        63.8457       -309.527        97.9577        27.9203         -253.4
        4787000       -199.738         164.43       -364.167        82.2206       -316.137        96.0837        28.7857        -255.12
        4788000       -208.168        159.933       -368.101        64.8348       -310.757         99.588        30.7664       -252.534
        4789000        -188.19        175.353       -363.543        58.2478       -305.299        97.1951        29.5106       -243.198
        4790000       -211.308        175.773       -387.081        60.0371       -319.271         100.88        25.0632        -253.79
        4791000       -200.112        168.175       -368.288        60.5225       -306.887        94.2674        32.4532       -248.644
        4792000       -189.184        184.042       -373.226        57.7332       -308.525        93.9964        35.7398       -252.171
        4793000       -195.208        173.605       -368.813        68.8719       -312.022        99.0513        26.5902       -251.304
        4794000       -215.391        168.716       -384.107        49.7671       -312.577        94.7157        33.0189       -249.032
        4795000       -200.706        157.113       -357.819        61.4184       -304.262         100.32          35.54       -250.836
        4796000       -204.721        163.244       -367.965        70.7629       -319.072         102.27        26.9268       -248.851
        4797000       -204.197        188.294        -392.49        62.2191       -321.479        90.4317        29.7409       -253.403
        4798000       -214.686         168.22       -382.906        58.5381       -317.166         95.466         27.349       -247.093
        4799000       -202.826        164.278       -367.104        64.1662       -311.029        96.5006         33.713       -250.454
        4800000       -214.006        153.324       -367.331        58.2252       -304.718        103.247        25.9513       -250.037
        4801000        -179.43        187.979       -367.409        70.9447       -318.758         97.794        28.1873       -245.578
        4802000       -187.799        180.521        -368.32        66.1622       -314.519        104.582        26.2481       -250.793
        4803000       -223.049        159.054       -382.103        62.7248       -314.166        98.1097        24.6122       -253.384
        4804000        -188.78        188.884       -377.664        59.6076       -316.409        100.431        33.6597       -254.953
        4805000       -199.034        165.907       -364.942        66.4726       -318.426        102.795        28.6632       -244.447
        4806000       -184.649        182.523       -367.173        67.3744       -316.333        98.6548        29.5977       -246.467
        4807000       -208.353        164.324       -372.677        66.3401       -311.959        97.5129        24.6637       -249.236
        4808000       -208.688        156.495       -365.183        62.0203       -312.676        103.278        30.5997       -248.404
        4809000       -205.308        168.405       -373.713        58.4852        -316.85        103.698        29.1242       -248.171
        4810000       -197.589        172.988       -370.577        68.9968        -316.83        98.2738        24.9631       -245.981
        4811000       -202.628        177.327       -379.955         59.901       -316.802        94.4018         32.827       -250.283
        4812000       -193.457        177.468       -370.925        63.5677       -312.968        95.9852        32.4384       -249.948
        4813000       -191.273        186.059       -377.332        69.4668       -314.236        91.5576        25.6255       -249.746
        4814000        -195.96        175.096       -371.056        57.2919       -308.287        102.125        29.0023       -251.188
        4815000       -195.633        180.688       -376.321        57.2344       -313.658        97.5922        28.8622       -246.352
        4816000       -198.676        169.698       -368.374        78.8257       -320.206        104.344        27.0218       -258.359
        4817000       -186.217        175.692       -361.908         68.935        -310.04        97.5585        33.7922       -252.154
        4818000       -194.268        168.937       -363.205        70.8545       -307.773         97.775        28.8517       -252.914
        4819000       -204.777          173.7       -378.477        60.5062       -308.258        99.6189        26.4878       -256.832
        4820000       -194.853        167.519       -362.373        66.8192       -311.941        99.9801        33.0091        -250.24
        4821000       -212.167        170.415       -382.581        52.9378       -314.675         102.03        26.6712       -249.545
        4822000        -185.91         186.95       -372.861        68.7619       -312.685        98.3851        26.3886       -253.711
        4823000       -188.749        181.948       -370.698        68.6443       -317.614        103.054         28.066       -252.848
        4824000       -213.345        170.051       -383.396        63.4735       -317.093        99.8122         27.682       -257.271
        4825000        -202.14        166.235       -368.375        65.7994       -313.096        100.415        29.5168        -251.01
        4826000       -181.151        177.295       -358.445        60.3754       -302.375        96.6635        31.2303       -244.339
        4827000       -195.767        163.592       -359.359         70.658       -307.317         87.974        40.4791       -251.153
        4828000       -189.519        184.861       -374.379        67.1175       -318.594        100.746        27.5504       -251.199
        4829000       -199.079        177.107       -376.186        64.6646       -315.941        96.6159        30.1304       -251.656
        4830000       -195.299        172.119       -367.418        68.2925       -317.238        100.484        28.6555       -247.613
        4831000       -183.313        172.372       -355.685        63.2205       -308.391        103.743        31.3884       -245.646
        4832000       -193.553         159.86       -353.413        62.3538       -307.376        101.802        35.7737       -245.966
        4833000       -184.223        182.529       -366.752        66.9863       -313.432        99.3575        31.1536       -250.818
        4834000       -241.656        148.842       -390.497        57.7605       -319.983        98.6378        27.9584       -254.871
        4835000       -204.401        169.421       -373.822        54.3242       -312.106        105.965        31.5232       -253.528
        4836000       -177.392         172.98       -350.372        72.4862       -313.578        97.2224          31.29       -237.793
        4837000       -213.192        173.457       -386.649        57.5943       -319.308        94.1335        26.9482       -246.017
        4838000       -184.799        175.454       -360.253        58.6223       -309.108        107.368         36.627       -253.762
        4839000       -205.165        177.194       -382.359        59.4858       -311.343        97.5167        26.6866       -254.705
        4840000       -189.973        187.972       -377.946        59.5218       -309.078        93.8718        27.0211       -249.282
        4841000        -214.71        158.371       -373.081         60.399       -307.139        95.8405        25.9295       -248.111
        4842000       -203.852        172.979       -376.831        61.8977        -315.06         95.712        31.7285        -251.11
        4843000       -177.469        176.777       -354.246        66.5147       -310.539         109.29        28.7751       -248.287
        4844000       -208.352        164.538       -372.891        64.4905        -307.14        94.8558        23.7168       -248.813
        4845000       -159.608        192.458       -352.065        67.4715       -307.869        98.1302        35.0521        -244.85
        4846000       -174.943        184.082       -359.025        75.8398       -316.791        104.967        30.4369       -253.478
        4847000       -212.631        162.822       -375.453         56.581       -310.029        101.033        27.3599       -250.398
        4848000       -198.195         170.57       -368.765          63.12       -314.757        97.0756        31.8163       -246.019
        4849000       -197.119         169.34       -366.459        64.7952       -314.441        97.3327         33.985       -248.131
        4850000        -181.68        184.823       -366.503        55.0173       -312.173        105.282        30.2462       -244.876
        4851000       -221.543        153.857         -375.4        62.3662        -316.76        105.229        25.9824       -252.218
        4852000       -205.741        182.996       -388.737        61.2404       -319.266        100.957        27.8725       -259.542
        4853000       -169.579          184.2       -353.778         77.728       -315.798        105.099        31.5867       -252.394
        4854000       -186.703        184.978       -371.681        61.0747       -316.095        92.4541        36.4903       -245.605
        4855000       -188.371        172.666       -361.037        72.3522       -308.485        97.6085        27.0424       -249.555
        4856000       -202.835        179.145       -381.979        70.5616       -318.509        98.4048        28.4884       -260.925
        4857000       -184.894        180.177       -365.072        69.0258       -312.175        94.4751        27.4889       -243.887
        4858000       -203.942        167.188       -371.131        61.0956       -315.021        97.0646        31.0598        -245.33
        4859000       -191.747        175.302       -367.049        69.2156        -312.34        94.1512        34.7998       -252.876
        4860000       -196.831        176.947       -373.778        63.4244       -311.312         96.512        32.3015       -254.704
        4861000       -225.087         159.46       -384.547         63.513       -323.681        97.8374        29.8398       -252.056
        4862000       -187.551        175.031       -362.583        64.0747       -313.598        103.886        30.1326       -247.078
        4863000       -202.929        165.233       -368.162        68.5107       -317.403        98.1091        24.4297       -241.808
        4864000       -222.814         169.47       -392.284        61.4336       -322.048        95.9441        27.7105       -255.324
        4865000       -207.499         159.89       -367.389        58.4275       -322.263        113.752        33.0347       -250.341
        4866000       -194.442        182.131       -376.573        60.8827       -311.487        104.551        25.8942       -256.414
        4867000       -179.286        176.298       -355.584        65.4256       -303.856        100.443        35.4344       -253.032
        4868000        -181.12        177.568       -358.688        72.1334       -318.007        110.568        28.4124       -251.794
        4869000       -221.133        156.021       -377.154        59.5202       -315.256        95.1923        30.1457       -246.757
        4870000       -231.701        156.256       -387.957        60.2416       -315.147          95.62        27.0598       -255.731
        4871000       -214.054        173.441       -387.495        63.4754       -318.791        96.5042        27.4274       -256.111
        4872000       -221.878        156.678       -378.557        60.7033       -315.432        100.557        31.5625       -255.947
        4873000       -235.136        166.246       -401.382        55.4402       -322.734        94.0596         24.852       -253.001
        4874000       -155.096        188.557       -343.653        76.6303        -307.46        93.6392         38.249       -244.711
        4875000        -200.44         171.06         -371.5        65.2176       -307.594        90.4372        31.5305       -251.092
        4876000       -184.544         174.74       -359.283        67.5931       -312.165        101.849        31.5001        -248.06
        4877000       -188.649        168.208       -356.857        64.9524       -304.582        99.3389        28.1315       -244.698
        4878000       -182.239        171.833       -354.071        72.5927       -307.499        94.5243        36.8335       -250.522
        4879000       -212.837        165.672       -378.509        65.2944       -314.436        88.5963        28.9338       -246.897
        4880000       -180.683        178.851       -359.534        58.1336       -309.909        97.2668        30.3011       -235.326
        4881000       -206.263        169.225       -375.488        58.5264       -317.835        109.296         21.614       -247.089
        4882000       -186.406        185.493       -371.899        70.5623       -317.553        98.0812        30.2503        -253.24
        4883000       -238.737        167.138       -405.875        45.2273       -316.766        95.6455        23.8017       -253.783
        4884000       -204.356        171.839       -376.195        65.6816        -321.77        104.931        25.0125        -250.05
        4885000       -201.978        167.197       -369.175        64.8727       -318.369        103.696        28.8117       -248.185
        4886000       -198.081        173.305       -371.386        61.3075       -310.992        96.5485        36.8735       -255.123
        4887000       -201.361        180.005       -381.367        62.2226       -312.158        95.4309        23.3448       -250.206
        4888000       -191.677        163.962       -355.639        63.6817       -301.048        101.927         30.107       -250.307
        4889000       -184.064        181.315       -365.379        60.7283       -311.285        101.797        28.2214       -244.842
        4890000       -187.424        176.538       -363.962        80.7625       -316.996        100.079        27.4257       -255.232
        4891000       -216.702        170.697         -387.4        59.1229       -315.158        100.794        23.8603       -256.018
        4892000       -179.684         184.47       -364.154        55.3574       -306.222        97.9449          34.82       -246.055
        4893000       -190.915         172.81       -363.725        66.3025       -314.862        99.9707        31.7163       -246.852
        4894000       -173.457        182.564       -356.021         65.551       -305.331         98.103        32.3094       -246.653
        4895000       -213.471        172.543       -386.014        53.9828       -316.484        98.0454        25.0173       -246.576
        4896000       -196.341        173.072       -369.413        70.0756       -309.656        98.5254        25.1419         -253.5
        4897000       -204.746        166.067       -370.813        64.8603       -314.572        97.6256        27.9316       -246.659
        4898000        -198.88        171.204       -370.084         59.128       -311.804        102.164        25.4518       -245.024
        4899000       -201.274        182.387        -383.66        60.8169       -313.211        97.5023        29.5004       -258.269
        4900000       -194.157        182.007       -376.164        56.7049        -308.47         95.728        30.3049       -250.432
        4901000       -171.297        194.231       -365.527         58.057       -312.006        101.036        32.7747        -245.39
        4902000       -209.537        166.769       -376.306        52.4267       -315.603        98.2992        28.4102       -239.839
        4903000       -210.452        172.365       -382.817        53.7527       -310.466        91.2034        32.0317       -249.339
        4904000       -207.961        170.476       -378.436        61.5135       -315.751        104.844        22.9441       -251.987
        4905000       -191.617        180.156       -371.772        65.6126       -310.936         101.87         27.446       -255.765
        4906000       -219.191         167.53       -386.721        61.9297       -313.425        94.0529        30.6007       -259.879
        4907000       -187.446        168.885       -356.331        60.5503       -307.207        101.895        35.8626       -247.432
        4908000       -171.989        196.798       -368.787        68.2826       -316.314        97.7169        32.4103       -250.883
        4909000       -211.723        170.672       -382.395        53.1767       -313.599         106.71        28.8973       -257.581
        4910000       -196.026        168.918       -364.944        63.2808       -308.914        96.0014        33.2675       -248.579
        4911000       -185.144        173.511       -358.656        69.2408       -309.082        101.496        29.2488       -249.559
        4912000       -201.494        172.472       -373.966        61.8827       -312.673        96.5927        27.9415       -247.711
        4913000       -201.051        176.433       -377.484        66.4196       -317.111        101.036        29.1045       -256.933
        4914000       -200.143        180.144       -380.288        66.7562       -313.194        95.8598        25.6829       -255.393
        4915000       -191.508        169.161       -360.669        65.2159       -313.061         101.49         30.481       -244.795
        4916000       -218.797        169.588       -388.385        53.1004       -314.949        102.261        27.3946       -256.192
        4917000       -213.284        168.013       -381.298        50.3543        -315.04        98.4867        30.4443       -245.543
        4918000       -240.233        143.468       -383.701        52.5036       -311.842        96.6222        28.0292       -249.014
        4919000       -187.567        173.395       -360.962        68.2842       -303.797        96.4146        28.6071       -250.471
        4920000       -196.977        181.497       -378.473         63.321        -318.55          100.8        32.7959       -256.841
        4921000       -193.066        170.367       -363.433        75.8508       -307.445        95.1032        30.1672       -257.109
        4922000       -245.178        160.375       -405.553        44.6473       -314.849        95.7951        22.6562       -253.802
        4923000       -204.966        170.503       -375.469        66.1804       -317.592        101.434        26.6318       -252.123
        4924000       -203.369        166.598       -369.966        72.5636       -314.928        99.6369        28.1439       -255.382
        4925000       -189.029        167.822        -356.85        68.7933       -312.629        106.441        31.9534       -251.409
        4926000       -204.291         156.91       -361.201        68.2572       -317.281         102.74        34.2181       -249.136
        4927000       -189.393        184.016       -373.409        66.7412       -318.574        98.0885        28.6229       -248.288
        4928000       -196.132        158.458       -354.589         76.758       -313.385         98.258        32.0092        -248.23
        4929000       -179.075        167.597       -346.671        75.7959        -299.27        96.8404        31.0095       -251.047
        4930000       -201.086        170.099       -371.184        61.2461       -315.447        98.6837        33.6539       -249.321
        4931000       -213.964        166.412       -380.376        64.4683       -309.875        91.7309        24.7648       -251.465
        4932000       -218.975        160.293       -379.269        61.1113       -316.594        101.265        30.1634       -255.214
        4933000       -211.911        169.642       -381.553        63.5291       -315.939        103.047        20.5851       -252.776
        4934000       -215.304        157.403       -372.708        64.9186       -313.045        94.6767        28.4219        -247.68
        4935000       -218.134        172.704       -390.838        57.8799       -317.809         99.847        28.3437         -259.1
        4936000       -222.725        147.001       -369.726        65.3055       -316.653        93.8161        30.9093       -243.104
        4937000       -199.513        166.246       -365.758        60.0849       -313.773        97.9936        33.7065        -243.77
        4938000       -199.039        166.853       -365.892        67.3882       -315.512        103.834        32.3807       -253.982
        4939000       -204.732        169.054       -373.786        61.3606       -315.209        105.631        24.6542       -250.222
        4940000        -217.04        166.196       -383.236        68.5166       -318.317         93.757        26.7327       -253.926
        4941000       -194.604        175.211       -369.815        55.3517       -302.911        93.0167        30.2561       -245.528
        4942000       -240.872         154.74       -395.612        55.1143       -313.235        88.1588          26.89        -252.54
        4943000       -184.937        160.082       -345.019        87.8097       -312.074        96.3552        33.3922       -250.502
        4944000       -214.154        161.633       -375.787        63.6949       -310.386        93.6185        31.9306       -254.645
        4945000       -218.595        162.694        -381.29        65.9806       -312.556        92.3793        24.4383       -251.532
        4946000       -231.092        157.256       -388.348        57.9961       -319.451         103.78        28.6676       -259.341
        4947000       -183.837        167.733       -351.571        68.0963       -308.388        99.5043        36.9252       -247.709
        4948000       -193.907         167.27       -361.178        61.2457       -301.503        100.343         30.041       -251.305
        4949000       -196.196        184.353       -380.549        58.0447       -316.722        102.644        31.1539        -255.67
        4950000       -185.229        180.271         -365.5        68.6195       -311.471         91.072        28.4895        -242.21
        4951000       -172.978        199.442        -372.42        60.9769       -316.252         102.82        31.4117       -251.376
        4952000       -219.837        155.776       -375.613        52.8346       -308.092        95.2254        30.9438       -246.526
        4953000       -231.782        157.672       -389.454        54.8095        -316.05        101.838        23.4854       -253.536
        4954000       -198.379        172.765       -371.144        64.2069       -316.839        105.983        28.7539       -253.248
        4955000       -219.636         167.24       -386.876        67.2534       -318.238        97.3236        24.3033       -257.518
        4956000       -175.004        185.334       -360.338        68.4968       -311.957        104.952        25.5461       -247.375
        4957000       -207.682         167.38       -375.062        66.5727       -318.205        97.0679        33.4104       -253.907
        4958000       -175.501         182.47       -357.972        71.6617       -317.058        103.563        29.1527       -245.291
        4959000       -204.688        171.537       -376.225        52.6177       -314.568        97.4016        37.0498       -248.726
        4960000       -214.693        169.339       -384.032         62.923       -315.061        98.1939        26.8123       -256.901
        4961000        -223.56        154.462       -378.022        60.7439       -314.093        100.547        29.3053       -254.525
        4962000       -233.677        149.111       -382.788         59.723       -319.658         97.292        26.9475       -247.093
        4963000       -204.652        176.145       -380.797        59.7041        -312.23        96.8292        29.0845       -254.185
        4964000       -182.954        177.756        -360.71        65.4222       -308.753        93.8766        32.4769       -243.733
        4965000        -218.44        166.441        -384.88        63.1245       -317.523        91.7447        31.1464       -253.373
        4966000       -207.473        175.827         -383.3        56.4682       -314.119        96.0067        29.3815       -251.037
        4967000        -172.37        180.923       -353.293        84.2839       -316.133        105.939        28.3226       -255.706
        4968000       -175.938        188.568       -364.506          68.89       -310.369        93.9337        33.0713       -250.032
        4969000       -216.384        161.469       -377.852        61.1573       -310.182        96.4432        29.6784       -254.949
        4970000        -187.89        181.326       -369.216        68.9415       -312.753        92.1705        32.8935       -250.468
        4971000       -187.199        184.973       -372.172        66.7404       -312.437        95.8315        28.3763       -250.683
        4972000       -189.791        173.302       -363.093         58.527       -308.778        94.0571        33.3844       -240.283
        4973000       -206.729        165.883       -372.612         57.058       -316.056         96.545        37.1824       -247.341
        4974000       -195.752        166.104       -361.856        54.0803       -311.726        111.449        29.3163       -244.976
        4975000       -210.962        164.842       -375.804        59.5624       -313.394        98.2206        30.0834       -250.277
        4976000       -184.644        177.019       -361.663        68.5798       -310.307        99.7852        27.4558       -247.176
        4977000       -210.479        177.873       -388.352        60.4964       -318.543        97.4856        25.0739       -252.865
        4978000        -228.59        158.306       -386.895         60.192       -318.439        92.4772        34.2798       -255.405
        4979000       -221.924        163.532       -385.456        58.3121       -316.837        94.9405        32.0791       -253.951
        4980000       -217.585         160.57       -378.155        73.0807       -317.308        99.0573        26.0415       -259.026
        4981000       -177.926        192.368       -370.294        68.3291       -313.291        99.8182         29.279        -254.43
        4982000       -175.721        186.677       -362.398        67.7674       -315.277        104.369        29.6513       -248.909
        4983000       -220.934         162.74       -383.674        56.8391       -306.669        94.4856        30.0186       -258.348
        4984000       -213.143        162.714       -375.856        66.2975       -315.582        98.9195        24.5537       -250.044
        4985000       -198.937        187.678       -386.615        64.6541       -319.846        104.715        25.9955       -262.134
        4986000       -187.931        196.774       -384.705        71.0656        -317.66        90.0594        28.7472       -256.918
        4987000       -166.739          201.8       -368.539         63.122       -308.457        97.3801        30.7208       -251.305
        4988000       -201.078        178.311       -379.389        60.5136       -317.295        96.1955        25.8935       -244.697
        4989000       -216.778        175.467       -392.245        52.3406       -319.952        99.0226        28.9149       -252.571
        4990000       -196.648        167.308       -363.956        69.8069       -313.756        101.583        30.1429       -251.733
        4991000       -196.445        164.872       -361.317        58.9487       -308.449        97.5154        31.5163       -240.848
        4992000       -203.126        168.776       -371.902        62.3017       -311.271        94.9814        31.5512       -249.466
        4993000       -185.507        177.461       -362.968        70.2301       -311.625        93.9645         33.352       -248.889
        4994000       -187.251        180.389        -367.64        60.5207       -318.451        101.532        31.7834       -243.025
        4995000       -198.485        166.745        -365.23        63.8703       -313.712        97.8252        35.1024       -248.316
        4996000        -210.02        165.119       -375.139        61.8401       -315.657        98.0388        30.3122       -249.673
        4997000       -216.628        166.677       -383.305        61.1822       -314.201        98.0737        30.8822       -259.241
        4998000       -225.677        156.964        -382.64        61.6625       -314.095        98.6771        24.8401       -253.725
        4999000       -210.875        158.678       -369.553        62.7683       -305.228        98.1443        29.7452       -254.983
        5000000       -208.929        168.673       -377.602        65.7935       -316.282        93.3612        29.8274       -250.302
        5001000       -177.319        175.617       -352.936        84.1283       -309.734          96.68        28.1333       -252.144
        5002000       -179.642        173.112       -352.754        59.8068       -309.849        103.958        36.5064       -243.177
        5003000       -193.519        172.667       -366.186        68.0573        -313.47        103.887        31.0035       -255.663
        5004000       -208.278        167.432        -375.71        60.7671       -314.385        101.056         33.499       -256.646
        5005000        -203.03        168.792       -371.822        56.4348       -312.172        100.308        27.8596       -244.253
        5006000       -204.917         164.21       -369.126        69.5851       -308.419        96.9861        23.8963       -251.175
        5007000       -201.375         172.92       -374.295        60.3328       -310.365        103.203        29.0746        -256.54
        5008000       -224.694        153.368       -378.062        58.0088       -315.418        101.289        30.0762       -252.018
        5009000       -211.301        166.322       -377.623        63.6734       -321.034        96.9803        26.8412       -244.085
        5010000       -190.326        164.071       -354.397        69.1538        -307.33        91.7064        32.6795       -240.607
        5011000       -173.481        189.063       -362.543        66.2304       -309.549        97.3332        27.6113       -244.169
        5012000       -193.189        178.554       -371.743        64.8658       -310.526        92.8571        28.9175       -247.858
        5013000       -235.054        156.517       -391.571        53.0388       -317.701        99.1839         22.843       -248.935
        5014000       -206.183        180.355       -386.538        59.5822       -315.235        97.2821        27.3308       -255.498
        5015000       -197.682        177.724       -375.406        61.2125       -312.632        99.9911        30.1245       -254.102
        5016000        -221.18        163.977       -385.156        50.1878       -316.301        99.6697        32.4761       -251.188
        5017000       -187.978        177.432        -365.41         73.089       -317.715        98.9611         31.126       -250.872
        5018000       -212.037        171.913        -383.95        55.3336       -314.585        96.5572        27.5097       -248.766
        5019000       -201.214        168.716        -369.93        59.8804       -307.334        99.1815        23.7956       -245.454
        5020000        -209.41        159.951       -369.361        67.2478       -314.303        97.4619        31.1243       -250.892
        5021000       -195.765        173.372       -369.137        61.7019       -308.371        99.1207        33.5366       -255.125
        5022000       -185.781         171.85       -357.631        64.5757       -308.598        96.9043        33.6428       -244.156
        5023000       -172.642        181.719       -354.361        66.6655       -305.931        102.025        34.7419       -251.862
        5024000       -205.814        167.358       -373.172        53.4451       -313.369        95.7696        37.1229       -246.141
        5025000       -223.047        152.904        -375.95        61.0844        -310.44        104.678        26.7276           -258
        5026000       -202.726        175.079       -377.805        66.7436       -317.526        99.4806        26.5324       -253.036
        5027000       -209.309        169.456       -378.765        61.0134       -312.842        100.643        32.4204       -259.999
        5028000       -206.595        170.028       -376.623        57.3218       -307.795        95.1035        30.9391       -252.192
        5029000       -217.342        163.634       -380.976        55.1456       -316.648        109.047        28.8688       -257.389
        5030000       -205.096        162.871       -367.966        54.0723       -313.935        107.433        29.4939       -245.031
        5031000       -218.865        180.402       -399.267        48.1845       -315.714        97.0079        24.4859       -253.231
        5032000        -173.71        179.207       -352.917        70.4682       -308.796        97.6281        33.8493       -246.066
        5033000       -178.651         183.35       -362.001        64.7004       -310.212         97.366        36.6358       -250.491
        5034000       -193.384        168.336        -361.72        72.2059       -309.721        95.0796        33.0484       -252.333
        5035000         -208.7        164.932       -373.632        63.2138       -312.829        102.832        26.4309        -253.28
        5036000        -219.15        159.819       -378.969        61.0691       -316.249        99.9934        31.9308       -255.713
        5037000       -183.842        183.774       -367.616         65.592       -313.594        99.7738        26.4268       -245.814
        5038000       -203.385         159.23       -362.615        73.2882       -310.652        93.5224        32.0539       -250.827
        5039000        -209.22        171.772       -380.992        65.8834       -312.892        98.2511        26.3624       -258.597
        5040000       -232.241        162.011       -394.252        50.1331       -317.028        95.8774        28.0678       -251.302
        5041000       -196.076        170.813       -366.889         70.278       -311.442        95.5294        26.9067       -248.162
        5042000       -172.902        184.529       -357.431        71.3546       -313.517        102.637        31.5349       -249.439
        5043000       -207.915        161.257       -369.172         66.961       -310.139        96.8851        29.9084       -252.787
        5044000       -204.792        168.839       -373.631        64.2358       -312.921         101.86        28.8159       -255.622
        5045000       -184.623        163.255       -347.879        65.8731       -305.998         103.26        30.9226       -241.936
        5046000       -228.638        168.525       -397.163         57.464       -317.656        96.8394         26.828       -260.638
        5047000       -183.459        172.215       -355.674         80.906        -316.22        105.972         30.418        -256.75
