frame,id,x,y,cid
0,0,212.38189774646904,761.6818181786361,0
0,1,251.2279579766383,739.9805252016542,0
0,2,165.2884165839311,723.0071388485803,0
0,3,188.1985668746325,706.8666129638929,0
0,4,311.56587003031905,713.4863581854138,0
0,5,181.04883933086296,734.6332706997473,0
0,6,219.99468167249952,724.810941517307,0
0,7,212.71249447136523,710.1088341521711,0
0,8,177.97537336912364,737.611210594601,0
0,9,187.8276903163912,723.9148479284758,0
0,10,263.1181512071841,734.0769990737195,0
1,0,227.02738869232263,746.8275529677642,0
1,1,265.7667769446496,751.8518896115875,0
1,2,185.4187416141931,728.4761071403159,0
1,3,204.26227065493532,712.1534647909518,0
1,4,329.1609345557502,706.6561940185956,0
1,5,201.84200371464905,732.9647639095751,0
1,6,238.91419243898352,725.7245803151786,0
1,7,230.892171689424,712.686073322396,0
1,8,197.0154150599165,729.0896841812834,0
1,9,208.6815591251437,724.4205708835995,0
1,10,281.2248468395374,728.7653873336784,0
2,0,241.20857340449143,737.8422143598672,0
2,1,278.7723088389289,735.5425137759867,0
2,2,206.2088057896161,730.1828091007621,0
2,3,221.8274183756719,713.9776483279571,0
2,4,346.811756494891,699.8527837612111,0
2,5,222.66824561354963,731.778488912588,0
2,6,257.82243085165703,725.7334899299298,0
2,7,249.491568957024,712.8070807518632,0
2,8,216.3095031887679,721.1601341766415,0
2,9,225.16061220175123,723.1345917282035,0
2,10,299.33564053862824,723.2751243521707,0
3,0,257.3923955797532,731.8777686334095,0
3,1,292.829830590694,724.3372022964985,0
3,2,227.06754112588817,729.9531132772147,0
3,3,238.9973784022416,712.4365638221316,0
3,4,364.5043051138992,693.1408952848875,0
3,5,243.47106009692777,730.2349509084709,0
3,6,276.57828961308707,724.1956981573146,0
3,7,267.9266861154687,710.5185724814487,0
3,8,235.9027488432058,714.0016200343874,0
3,9,245.55902148798407,718.7705914313051,0
3,10,317.67408902836,718.6942567096321,0
4,0,274.9857873767581,728.9723480901191,0
4,1,308.9455736830675,715.1770323415082,0
4,2,247.87091599660528,728.4171464844699,0
4,3,256.4025375392205,707.6726970856794,0
4,4,382.1811844233313,686.353562712701,0
4,5,264.1963563653369,727.8681609755313,0
4,6,295.17367346323795,721.1894302160421,0
4,7,285.8761695190987,705.8170524365669,0
4,8,255.5983042281568,707.1295971823935,0
4,9,261.3049184879635,713.4459384615142,0
4,10,336.1883499446466,715.1225039486395,0
5,0,293.06716490737205,728.7231764496624,0
5,1,326.03607054587246,707.2791735804285,0
5,2,268.57760036128514,725.8927014718934,0
5,3,274.77107681266983,704.8463700805894,0
5,4,399.8088084262464,679.4428940346713,0
5,5,284.80808749309944,724.6594011034272,0
5,6,313.5271258556965,716.8882714678398,0
5,7,303.210018584344,699.0769716145331,0
5,8,275.2827486666791,700.2258121953931,0
5,9,280.93955278568933,706.4017397139938,0
5,10,354.8552336976012,712.6022222438216,0
6,0,310.77230076529924,731.1076816954023,0
6,1,343.590338265675,700.2815774131949,0
6,2,285.53639291320724,726.2549805462929,0
6,3,291.0300160032061,702.6460432132927,0
6,4,417.36578786818814,672.3719535156282,0
6,5,304.3822236539164,717.4487982466751,0
6,6,330.3160032258362,709.9760292742105,0
6,7,319.64036802290224,690.4664299469041,0
6,8,294.93462108914804,693.2298483382104,0
6,9,300.55503718124555,699.304390072917,0
6,10,373.60821692165,711.1329223073282,0
7,0,328.16795071742166,735.7492508786336,0
7,1,361.44016225987,694.0327524930046,0
7,2,306.2761671335528,724.0186073017094,0
7,3,307.2437230420779,700.2409233053819,0
7,4,434.7960354278322,665.0062938281872,0
7,5,324.4088583895306,711.6115470814186,0
7,6,347.55818984779205,702.2432671835198,0
7,7,335.0384334563518,680.2067612026616,0
7,8,314.53595946591446,686.0935233848817,0
7,9,315.50132371094924,691.8966211557308,0
7,10,392.3917890983059,710.7195712979328,0
8,0,345.0820300035102,742.2771643874186,0
8,1,379.5190792499264,688.4688331397991,0
8,2,326.7573923232677,720.061460004958,0
8,3,323.4270594324132,697.6279181984514,0
8,4,452.3098601031751,657.8028158764014,0
8,5,341.6299734411187,709.7264052454715,0
8,6,364.5774808462502,694.0446893691951,0
8,7,349.64647906539403,668.6888747718685,0
8,8,333.9941921734015,678.5757590961265,0
8,9,334.54799834448966,683.3899305298735,0
